text,polarity,sentiment
ocpampe offers ulv cold foggers electrostatic sprayers epa list n disinfectants click link purchase,-0.25,Negative
pfizerbiontech pfizerleaks literally pfizerleakyvaxcausescovidvariants,0,Neutral
34 done getvaccinated stayawayfromme 5g pfizerbiontech astrazeneca vaccinepassport,0,Neutral
pfizerbiontech vaccine soon approved 5to11yearolds autumn approaching,0,Neutral
potus vaccine mandate good job potus knew would fda approved pfizer,0.7,Positive
want make sure school kids get vaccinated coat bullets pfizer vaccine covid_19,0.5,Positive
shady past pfizer vaccine vaccinemandate pfizerbiontech,-0.25,Negative
got vaxxed earlier today getvaxxed covid19ph pfizer pfizerbiontech,0,Neutral
live blast rare side effects covid_19 vaccines young people children dw_scitech dwnews,0.1787878788,Positive
pfizerbiontech soon introduce vaccines 5 11 year olds 5s wont adult dos,0.1,Positive
pfizerbiontech widely known kzoo mich area ceo pfizer notnot vaxxed,-0.1,Negative
crimineelpfizerbiontech,0,Neutral
disclosetv crimineelpfizerbiontech,0,Neutral
evening walkin clinicopen pairc uí chaoimh today 58pm late evening clinics help access fir,-0.3,Negative
katalin karikó amp drew weissman penn pennmedicine awarded breakthroughprize thanks,0.2,Positive
pfizer vaccine customer service pfizer pfizerbiontech corona covid19 vaccine,0,Neutral
last went manilacon im back 2nd dose sb19official sb19 sb19pepsihitsarapremix,0,Neutral
lizzylemonlyman cdcdirector berkeleyjr theres difference emergency use authorization eua amp fda appr,0,Neutral
booster shot tomorrow yayyyy vaxx getvaccinated maskup pfizerbiontech ihashtag,0,Neutral
affirmationsto breath_is_life tomrylebtb realrickbennett mmpadellan take 10 multiple thin,-0.2,Negative
15 jahre california pfizerbiontech biontech kinderimpfung impfung impftote impfnebenwirkungen,0,Neutral
immunization wall one person makes difference art work dr mariam mohammed aleissa gifted public,0.25,Positive
8800 miles across world back two week international trip five covid19 rtpcr tests 2 weeks tests,0,Neutral
1st amp 2nd doses pfizerbiontech available afternoon following walkin vaccination clinics tral,0.1333333333,Positive
shortly us_fda approved pfizerbiontech covid19 vaccine many companies law firms announced,0.25,Positive
august 23 2021 fda approved first covid19 vaccine pfizerbiontech vaccine marke,0.25,Positive
breastfeeding mothers infants adverse side effects pfizerbiontech moderna vaccines,0,Neutral
check cdcgovs evolving definition vaccination theyve busy ministry truth covid_19,0.1,Positive
hmmm makes ya think pfizer ho cdcgov potus vp speakerpelosi chuckschumer adamschiff housedemocrats,0,Neutral
anyone else feel absolutely shattered second pfizer vaccine pfizerbiontech covid_19,0.1,Positive
brasil president bolsonaro jairbolsonaro demolish pfizer pfizerbiontech coctails covidhoaxho,0,Neutral
sense happinesspeace received scheduled 3rd pfizer shot pure bliss come saturday,0.1071428571,Positive
matter people cant see adults sideeffects evil covid19 vaccinated,-1,Negative
everyone wants get pfizerbiontech,0.2,Positive
fully vaccinated responsible citizen excuses vaccinated lets part pr,0.2,Positive
suddenly feel like im phone need updated regularly covid19 covidboostershot pfizerbiontech,0,Neutral
abc730 paulhenry524 latingle meh think fair enough time given wanted local production amp,0.2333333333,Positive
forever grateful pfizervacine pfizerbiontech vaccinated nurselife,0,Neutral
alibradleytv manuhomeguru usmc would love know many vials comirnaty deptofdefense onhand,0.5,Positive
yes got vaccinated today covid19 pfizerbiontech calypsomarshall getvax,0,Neutral
lets trust science pretty loaded statement asked scientist training p,0.25,Positive
pfizerbiontech vaccine got full fda approval renamed comirnaty 16 years age health,0.35,Positive
study adverse effects pfizerbiontech vaccine covid19 likely mild moderate clear,0.1083333333,Positive
major med journal criticizes rushed fda approval covid vaccine via youtube whats g,0.0625,Positive
new research found cancerpatients undergoing chemotherapy lower immuneresponse twodoses,0.1363636364,Positive
mum booster pfizer dose pharmacy oolwichlnp eligible book online,0,Neutral
asked triple shot forgot wasnt line starbucks booster pfizerbiontech betterthancoffee,0,Neutral
boosted 3rd software upgrade completed pfizerbooster pfizerbiontech,0,Neutral
want heard plea vaccine longhaulers pfizerleak pfizerbooster pfizervaccine pfizerbiontech,0,Neutral
got email medicare pfizerbiontech pfizer applies everyone us happenen,0,Neutral
1st dose pfizerbiontech pfizer,0,Neutral
real newnormal living covid countries like norway singapore others major new infec,0.1329545455,Positive
fourth jab done 2 doses sinovac 2 doses pfizerbiontech covid19 getvaccinated extra boostershots,0,Neutral
2 message united states antivaxxers ccp government forcing sinopharm peoples arms,0,Neutral
past 9 months gotten 7 vaccines covidvaccine pfizerbiontech x3 shingrix x2 pneumovax x1,-0.25,Negative
pfizer least one every household pfizer pipeline dreams onpoli canpoli pfizermectin,-0.3,Negative
get damn vaccine pfizer pfizerbiontech pfizerbooster covid,0,Neutral
feel perfectly fine getvaccinatednow pfizerbiontech,0.4166666667,Positive
3rd dosebooster pfizerbiontech,0,Neutral
found delta variant makes anxiety even worse yesterday 09292021 got second dose im posting,-0.2,Negative
late post find difficult celebrate first vaccine dose last september 8 knowing som,-0.1375,Negative
booster shot pfizerbiontech covid19,0,Neutral
pfizers ceo makes fortune pandemic promising world perpetual revaccination europeans24 covid19,0.2,Positive
ive boosted thank scientists cdcgov cdcdirector including hospital staff thank pfizerbiontech,0,Neutral
eligible booster cdcgov recommends certain populations receive booster shot,0.2142857143,Positive
cheeky little booster today counting lucky opportunity 1 2 3,0.07291666667,Positive
trials pfizerbiontech covid19 vaccine comirnaty shown safe well tolerated produces r,0.5,Positive
bevan costello 65yearold australian indigenous elder receives second pfizer mrna injection televised even,0,Neutral
fully vaxxed thank lord pfizerbiontech,0,Neutral
nicaragua news country receive vaccines covid19 october including sinopharm,0,Neutral
wanted covid vaccinated people actually works oldest vaccinated vid,0,Neutral
study malaysian gov found 0011 abt 72 mln recipients sinovac required treatment intensi,0,Neutral
protect children poison pfizerbiontech pfizer biontech moderna,0,Neutral
mrna covid19 vaccines pfizerbiontech moderna potential risk inflammation heart myoca,0,Neutral
think booster shot symptoms hitting later last time im starting feel really really shitty,0.05,Positive
fda authorizes booster dose pfizerbiontech covid19 vaccine certain populations us_fda pfizerbiontech,0.2142857143,Positive
impressive way go vaxrs 400k us got pfizer booster shots last weekend,0.5,Positive
mrna delivery rocks comparison 4 vaccines pfizerbiontech moderna jampj az neutralization titer vs,0,Neutral
got 1st dose today earliest among chour pfizerbiontech resbakuna,0,Neutral
finally got first jab joined 46 world population pfizerbiontech vaccinated,0.125,Positive
ombudsman takes aim ursula von der leyens texts pfizerbiontech ceo,0,Neutral
vaccinate vaccinate experience rgv extended family almost 100 people got,0,Neutral
worldwidevaccineswoes pfizerbiontech childrenvaccine wait see status,0,Neutral
asad_umar travel mandate 17 yo means vaccinated 2nd sep latest seems unreasonable g,0.25,Positive
also got pfizerbooster feel like trash guessing symptoms progress thru night like last,0,Neutral
truth mrna vaccinationdrive vaccinated vaccinepassports antivaxxers pfizer pfizerbiontech moderna,0,Neutral
world return normal life covid19 end year pfizer ceo albert bourla said stres,0.15,Positive
company said tuesday provided health regulators data recent study vaccine children 5,0,Neutral
retro 70s style shower curtain sunflower via zazzle boostershots shotsforkids,0,Neutral
boosted pfizerbiontech 3rdshot,0,Neutral
pfizer stock thanks service pfizerbiontech covid19 bidenisadisgrace bidendisaster biden,0.2,Positive
american revolution 2 fraudulent elections bidenliedpeopledied americantaliban cnnwheretruthgoes2die,0,Neutral
canadas vaccine advisory body recommends booster dose mrna covidvaccine pfizerbiontech comirnaty,0,Neutral
scheduled receive pfizerbiontech booster hour got call walgreens ran,0,Neutral
got screenshot cdc site guidelines case anyone curious covidvaccination,-0.1,Negative
pfizerbiontech alliance announced tuesday submitted us_fda results covid19,0,Neutral
done 1st dose vaccine pfizer 9 hours lining need repost someone dm someone,0,Neutral
flu season fast upon us vaccines available 6 months adult covidvaccine available 12,0.275,Positive
pfizer soon submit data covid19 vaccine kids aged 511 pfizerbooster pfizerbiontech pfizervaccine,-0.1,Negative
walk clinics available today thursday pfizer vaccinations 10am 4pm campus kitchen kane building,0.4,Positive
us prez joebiden takes covid19vaccine booster americans cdc pfizerbiontech pfizervaccine cdcgov pfizer,0,Neutral
give shot pfizerbiontech,0,Neutral
number covid19 cases today 28 september 2021 remember observe safety protective measures,0,Neutral
joe biden covid19 booster shot pfizerbiontech booster shots approved us week highris,0,Neutral
leonardroxon february 2022 pfizerbiontech earn approximately 1 trillion dollars vaccine,-0.4,Negative
biden received pfizerbiontech booster shot today small step biden bigger step united state,-0.125,Negative
joined lab rat squad today fam pfizerbiontech,0,Neutral
part priority groups soldiersteachers medical workers 50 pfizerbiontech vacc,0,Neutral
pfizerbiontech seeks provide equitable access covid vaccine company official pfizer mohgovjo,0,Neutral
important info boostershot pfizerbiontech covid19vaccine high risk settings,0.28,Positive
president united states america joe biden receives covid19 booster shot potus biden receives cov,0,Neutral
sajidjavid nadhimzahawi nhsengland uk accept turkish vaccine passport vaccinated,0,Neutral
2nd dose fullyvacinnated pfizerbiontech bonifacio high street fort bonifacio global city,0.05333333333,Positive
maggie_erewash longeatonrugby uk accept turkish vaccine passport vaccinated p,0,Neutral
majda el azrak 14yearold went coma two days receiving second pfizer covid19 vaccine di,-0.05,Negative
see customer double 14 pounder plz staff certainly sir customer coke plzzero staff,0.1071428571,Positive
thehill pfizers ceo albertbourla long government buys pfizerbiontech pfizerbooster vacc,-0.05,Negative
got astrazeneca march 18 1st pfizer june 6 fullyvaccinated places said sorry mixandmatch sept,-0.5,Negative
europarl_en kicking corrupt ursula pfizerbiontech,-0.5,Negative
number covid19 cases today 26 september 2021 remember observe safety protective measures,0,Neutral
need vaccination please contact us via direct message give pfizer comirnaty shot covid19,0.1,Positive
ticerichard talkradio guess owns laboratory wuhan gskの実績 guess pfizerbiontech,0,Neutral
good news bangladesh around 1015pm vaccines arrive dhaka airport florida usa cargo p,0.7,Positive
okay people 65 health issues taking fully vaccinated,0.5,Positive
tweeted many times hate needles body got two shots pfizerbiontech never even f,-0.15,Negative
vaers report almost one month apartmany people experiencing adverse effects,0,Neutral
covid19 resources thread first please give one hour watch documentary vaccineinjuries,0.125,Positive
maggie_erewash sajidjavid uk accept turkish vaccine passport vaccinated pfize,0,Neutral
people already fully immunized pfizerbiontech twodose covid vaccine eligible,0,Neutral
breaking overnight cdcdirector overrules cdc advisory panel approves pfizerbiontech covidvaccine,0,Neutral
telegraph uk accept turkish vaccine passport vaccinated pfizer turkey,0,Neutral
good reads check cdc pfizerbiontech,0.7,Positive
